years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
6.0,5,82500000.0,3.0,0,Carpooling Startup Zimride Hits 100 Million Miles Served [Infographic],300000.0,1,software,angel,0
2.0,3,525000.0,2.0,0,"Recruited Marco Bianchi, PhD, to develop Platform & MoodStore Selected by Ministry of Economy to spend Q4 2012 at http://www.plugandplaytechcenter.com/  MoodMe hits revenues with 1st 2 B2B customers in technology license sales MoodMe first goal in Football !
MoodMe wins first large Sports customer (Italy Serie A, under NDA) for a revolutionizing emotional engagement App. MoodMe launches iPhone App at Apps World MoodMe lands UK customer - mobile consultancy - books first single order of 100 K$",200000.0,0,software,angel,0
5.0,3,13300000.0,2.0,0,nan,,1,games_video,angel,0
13.0,4,49550000.0,2.0,0,nan,3850000.0,1,games_video,series-a,0
2.0,3,9918168.0,2.0,0,nan,1200000.0,0,mobile,angel,0
1.0,1,5000.0,,0,nan,5000.0,0,games_video,angel,0
6.0,2,21000000.0,,0,nan,5000000.0,3,web,series-a,0
2.0,2,100000.0,1.0,0,nan,,1,ecommerce,angel,0
8.0,1,1500000.0,1.0,0,nan,1500000.0,3,software,venture,1
0.0,3,165000.0,,0,nan nan,70000.0,1,software,venture,0
3.0,3,64500000.0,3.0,0,Ynon Kreiz joins Maker Studios as Chairman of the Board. Ryan Lissack joins Maker Studios as Chief Technology Officer.  Amy Finnerty joins Maker Studios as SVP of Talent. Chris M. Williams joins Maker Studios.,2500000.0,0,games_video,venture,1
0.0,1,220000.0,1.0,0,nan,220000.0,0,web,venture,0
1.0,1,,,0,nan,,2,games_video,venture,0
1.0,3,3050000.0,1.0,0,nan,1450000.0,5,mobile,angel,0
1.0,2,100000.0,1.0,0,nan,65000.0,1,mobile,angel,1
1.0,1,250000.0,,0,nan,250000.0,0,web,angel,0
4.0,4,65999993.0,1.0,0,nan,9000000.0,2,analytics,series-a,0
8.0,3,30600000.0,3.0,0,"IronKey changes its corporate name to Marble Security, selling the IronKey brand to Imation. Marble Security issued patent for securely managing mobile devices through a cloud service Marble Security wins SC Magazine Reader Trust Best Mobile/ Portable Device Security Award Marble Security releases new cloud-based mobile security service. Marble Updates Next Generation Mobile Security Cloud Service ",6000000.0,1,security,venture,0
6.0,2,2600000.0,,0,nan,2000000.0,0,software,series-a,0
1.0,1,,2.0,0,Marinexplore Raises Seed Funding to Organize the Planetï¿?s Ocean Data World-Renowned Data Science Researcher Joins Marinexplore as Company Solidifies Role as the Oceanï¿?s Big Data Platform,,5,analytics,angel,0
4.0,1,,,0,nan,,1,web,angel,0
7.0,1,4000000.0,,0,nan,4000000.0,1,software,series-a,0
18.0,1,20000000.0,2.0,0,MarketLive recognized as one of the Hottest San Francisco Companies by Lead411 ,20000000.0,5,ecommerce,series-c+,1
0.0,1,1000000.0,1.0,0,nan,1000000.0,1,ecommerce,venture,0
5.0,1,200000.0,1.0,0,nan,200000.0,2,web,angel,0
7.0,5,78000000.0,2.0,0,nan,,1,analytics,venture,1
2.0,1,50000.0,1.0,0,nan,50000.0,0,software,other,0
3.0,4,36341900.0,1.0,0,nan,5567940.0,1,web,series-a,0
,1,4500000.0,,0,nan,4500000.0,1,web,series-a,0
,2,475000.0,,0,nan,175000.0,0,games_video,angel,0
4.0,1,,,0,nan,,1,games_video,venture,0
23.0,4,33600000.0,1.0,0,nan,9000000.0,2,software,series-a,0
,1,1100000.0,,0,nan,1100000.0,6,ecommerce,angel,0
1.0,1,250000.0,1.0,0,nan,250000.0,0,software,angel,0
4.0,1,10000000.0,,0,nan,10000000.0,1,software,venture,0
1.0,1,650000.0,,0,nan,650000.0,0,software,angel,0
5.0,2,1685000.0,,0,nan,435000.0,1,security,series-a,0
11.0,2,55000000.0,3.0,0,Announced hire of new CCO,35000000.0,1,software,venture,0
2.0,1,350000.0,1.0,0,nan,350000.0,0,games_video,angel,0
12.0,1,9400000.0,,0,nan,9400000.0,1,web,series-a,0
,1,,,0,nan,,1,software,series-a,0
11.0,2,14576426.0,1.0,0,nan,12000000.0,4,software,venture,0
0.0,1,25000.0,1.0,0,nan,25000.0,1,social,angel,0
6.0,1,3000000.0,,0,nan,3000000.0,1,software,series-a,0
5.0,1,250000.0,2.0,0,Added Eytan Elbaz to its advisory board.,250000.0,0,games_video,angel,0
4.0,3,44000000.0,2.0,0,nan,4000000.0,0,analytics,series-a,0
,1,2500000.0,,0,nan,2500000.0,2,software,series-a,0
9.0,3,11100000.0,3.0,0,Memeo officially launches the public view of Memeo Share,,1,software,series-a,0
,2,2500000.0,2.0,0,nan,2000000.0,2,web,series-a,0
2.0,2,5100000.0,2.0,0,nan,2100000.0,15,analytics,series-a,0
2.0,2,250000.0,3.0,0,Closed second round of Angel Funding from Mark Cuban,250000.0,1,mobile,angel,0
1.0,2,20000.0,2.0,0,nan nan,,1,software,angel,0
8.0,1,6000000.0,,0,nan,6000000.0,2,software,venture,0
3.0,3,15300000.0,2.0,0,nan,3350000.0,11,messaging,series-a,0
1.0,4,13375000.0,3.0,0,"MessageMe Adds A Web Client, Streamlines Its ID System",1475000.0,1,messaging,venture,1
10.0,3,50000000.0,4.0,0,Ailing Metacafe acquired by a Hollywood agency specializing in YouTube stars,15000000.0,2,games_video,series-b,1
2.0,1,740000.0,1.0,0,nan,740000.0,0,software,angel,0
2.0,1,100000.0,2.0,0,"Metaconomy Hires Wade Ellery as President of the Americas. Metaconomy hires Wade Ellery as President of Metaconomy, Inc. Metaconomy received seed funding of $500,000.",100000.0,2,software,angel,0
3.0,3,23500000.0,2.0,0,nan,2500000.0,13,analytics,series-a,0
0.0,1,1850000.0,3.0,0,Metaresolver acquired by Millennial Media,1850000.0,5,mobile,series-a,1
,2,11200000.0,,0,nan,,2,software,angel,0
14.0,5,65020000.0,1.0,0,nan,14100000.0,3,software,venture,0
3.0,1,5000000.0,2.0,0,nan,5000000.0,1,games_video,series-a,0
1.0,2,14000000.0,2.0,0,nan,4000000.0,4,web,series-a,0
9.0,4,48900000.0,5.0,0,nan,8900000.0,2,games_video,series-a,0
6.0,1,,,0,nan,,0,mobile,angel,0
5.0,2,12200000.0,2.0,0,American Airlines Center Selects MicroPower Technologies Surveillance System for Stadium Parking Lot Monitoring,6500000.0,1,security,venture,0
2.0,1,1400100.0,2.0,0,nan,1400100.0,1,web,venture,0
,2,750000.0,2.0,0,nan,650000.0,10,mobile,angel,0
,3,8330000.0,,0,nan,2550000.0,1,software,venture,0
0.0,1,300000.0,1.0,0,nan,300000.0,1,web,angel,0
4.0,2,14000000.0,3.0,0,"The first movie to be release Day & Date with Blu-Ray, DVD and Facebook The first movie on Facebook The first live pay per view concert on Facebook: Widespread Panic from Austin City Limits The 1st movie on Facebook with integrated social apps: The Big Lebowski The first movie to debut on Facebook: The Perfect House The first movie on Facebook with live commentaries from celebrities",3000000.0,2,games_video,series-a,1
3.0,3,875000.0,2.0,0,nan,250000.0,0,search,angel,0
1.0,1,800000.0,1.0,0,nan,800000.0,8,software,angel,0
1.0,1,2500000.0,1.0,0,nan,2500000.0,2,games_video,series-a,0
11.0,4,58000000.0,2.0,0,Troy Polamalu Black Jersey,,1,software,venture,1
14.0,2,7500000.0,3.0,0,Mindflash.com named one of Top Ten SMB Tech Tools of 2010 by ReadWriteWeb Companies beating a path to MindFlash's office Mindflash.com evaluated by The New York Times,4000000.0,1,web,series-b,0
18.0,1,15000000.0,3.0,0,"Mike Jetter founds â€œVisualizing Ideasâ€?, which later turns into Mindjet MindManager 2002 for Windows and Palm Pocket PC launched MindManager X5 launched Mindjet MindManager 6 launched Mindjet releases first version of MindManager for Mac Mindjet launches MindManager 7 Mindjet surpasses 1,000,000 users Mindjet acquires JCVGantt Mindjet launches MindManager 8 Mindjet launches Mindjet Catalyst Mindjet Reaches 1.5 Million User Milestone",15000000.0,2,software,series-b,0
6.0,1,22000000.0,3.0,0,Zuhair MindJolt was acquired by Platform G; Platform G takes MindJolt name,22000000.0,1,games_video,venture,1
2.0,2,7700000.0,2.0,0,nan,1200000.0,13,games_video,venture,0
2.0,1,1000000.0,1.0,0,nan,1000000.0,5,web,angel,0
2.0,1,600000.0,,0,nan,600000.0,1,mobile,venture,0
2.0,1,,2.0,0,"Added David Newman as Co-Founder, CTO Added Chris Lloyd as Co-Founder, CEO Minefold backed by YCombinator",,1,games_video,angel,0
2.0,1,500000.0,1.0,0,nan,500000.0,3,social,angel,0
2.0,3,1168000.0,3.0,0,"After Radical Changes, YC-Backed MinoMonsters Hits 1.5M Players, Gets A Little More Funding",18000.0,1,games_video,angel,0
5.0,2,8500000.0,,0,nan,1500000.0,3,software,series-a,0
6.0,4,52700000.0,3.0,0,nan,2500000.0,0,ecommerce,series-a,0
4.0,2,19000000.0,2.0,0,nan,9000000.0,2,analytics,series-b,0
,1,15000000.0,1.0,0,nan,15000000.0,0,software,venture,1
5.0,3,8676235.0,2.0,0,nan,4000000.0,2,software,series-a,1
7.0,2,11000000.0,4.0,0,nan,1000000.0,2,web,series-a,0
4.0,3,7323998.0,2.0,0,nan,370000.0,0,software,other,0
4.0,4,12000000.0,4.0,0,Mixpanelâ€™s Analytics Now Tracking 1 Billion Actions A Month,,1,analytics,angel,0
,2,7158750.0,,0,nan,3579375.0,0,mobile,venture,0
2.0,7,12470844.0,2.0,0,nan,1300000.0,0,mobile,series-a,0
,1,500000.0,,0,nan,500000.0,1,mobile,venture,0
6.0,1,3549916.0,,0,nan,3549916.0,0,software,series-b,0
7.0,1,3100000.0,1.0,0,nan,3100000.0,3,mobile,series-a,0
,2,6000000.0,,0,nan,6000000.0,4,mobile,series-a,0
0.0,1,,1.0,0,nan,,0,mobile,series-a,0
6.0,3,107274264.0,,0,nan,19674696.0,0,mobile,series-c+,0
11.0,1,,2.0,0,Mobile Messenger Acquires m-Qube Mobile Delivery Gateway from VeriSign,,1,mobile,venture,0
8.0,1,280000.0,2.0,0,The MXLBrowser passes 1 million downloads in India after being available for only 4 months.,280000.0,1,mobile,venture,0
6.0,8,144800000.0,3.0,0,MobileIron and NitroDesk Partner to Deliver Android Security for the Enterprise MobileIron and NitroDesk Partner to Deliver Android Security for the Enterprise,500000.0,1,mobile,angel,1
10.0,1,12100000.0,1.0,0,nan,12100000.0,4,software,series-c+,0
8.0,1,100000000.0,,0,nan,100000000.0,1,mobile,private-equity,0
1.0,2,25000.0,1.0,0,nan,10000.0,0,software,venture,0
2.0,2,4400000.0,1.0,0,nan,3100000.0,1,mobile,series-a,0
10.0,1,1000000.0,,0,nan,1000000.0,3,search,angel,0
3.0,1,,1.0,0,nan,,1,mobile,angel,0
13.0,3,24000000.0,,0,nan,8000000.0,6,mobile,venture,1
8.0,8,19130000.0,2.0,0,nan,500000.0,0,games_video,angel,0
3.0,1,10000000.0,2.0,0,nan,10000000.0,2,mobile,series-a,1
,1,3040000.0,1.0,0,nan,3040000.0,0,mobile,series-a,0
11.0,5,50500000.0,3.0,0,"Mocana receives strategic investment from Symantec, with participation from Southern Cross Venture Partners and Shasta Ventures Panasonic Invests in Mocana",,1,security,angel,0
2.0,1,250000.0,,0,nan,250000.0,0,software,venture,0
,1,550000.0,,0,nan,550000.0,1,analytics,angel,0
3.0,1,500000.0,,0,nan,500000.0,0,social,angel,0
2.0,1,5000000.0,,0,nan,5000000.0,2,mobile,venture,1
5.0,2,3763860.0,,0,nan,367500.0,0,mobile,venture,0
6.0,1,5000000.0,4.0,0,Nick Mariuz promoted to Chief Operating Officer (COO),5000000.0,1,web,series-a,0
5.0,3,41956365.0,1.0,0,nan,3000000.0,1,software,venture,0
,1,,,0,nan,,2,ecommerce,series-b,0
,1,1000000.0,,0,nan,1000000.0,3,social,angel,0
3.0,3,8500000.0,3.0,0,"Announced partnership with Foursquare Announced partnership with Location3 Media Announced 7-Eleven, JCPenney, The Coffee Bean & Tea Leaf, and The Home Depot as brand partners",1200000.0,7,analytics,angel,0
2.0,1,400000.0,1.0,0,nan,400000.0,6,software,angel,0
2.0,1,10000000.0,3.0,0,Monster Offers signed an exclusive licensing agreement with Zala to bring mobile person-to-person (P2P) money sharing services to the Daily Deal industry. ,10000000.0,1,analytics,venture,0
6.0,2,16700000.0,2.0,0,nan,700000.0,2,mobile,angel,0
,2,68000.0,2.0,0,Selected for PIE (Portland Incubator Experiment) Selected for PIE (Portland Incubator Experiment),18000.0,0,games_video,angel,0
,1,,1.0,0,nan,,6,security,angel,1
3.0,3,9500000.0,2.0,0,nan,4500000.0,1,ecommerce,series-a,0
1.0,1,,2.0,0,Motion Dispatch Joined the Q3 2012 Start Engine Class,,3,software,angel,0
2.0,1,,2.0,0,"Motionloft has launched a beta program in San Francisco, and expanding to other cities shortly.",,1,analytics,angel,0
6.0,1,5862712.0,3.0,0,Motista added Patty Mitchell as Chief Revenue Officer and General Manager,5862712.0,1,web,series-a,0
,1,15000000.0,,0,nan,15000000.0,0,mobile,venture,0
6.0,1,160000.0,,0,nan,160000.0,0,ecommerce,angel,0
9.0,1,150000.0,1.0,0,nan,150000.0,0,web,series-a,0
39.0,1,,,0,nan,,0,security,angel,0
12.0,2,16000000.0,1.0,0,nan,10000000.0,4,software,series-c+,1
,1,,1.0,0,nan,,3,web,angel,0
0.0,1,50000.0,2.0,0,Movigo is now in Public Beta on GooglePlay for Android Smartphone.,50000.0,0,social,angel,0
6.0,2,30000000.0,2.0,1,Moxie Software Unveils Employee Spaces to the European Market Moxie Software Adds New Capabilities to its Spaces by Moxie Integrated Suite,20000000.0,3,software,venture,0
1.0,1,10000000.0,1.0,0,nan,10000000.0,4,web,series-a,0
7.0,2,17300000.0,4.0,0,Industry Veteran Amanda Van Nuys Tapped to Lead Mozes Marketing: Key Hire Poised to Elevate Mozes Brand and Propel Aggressive Growth,5800000.0,2,mobile,series-a,0
15.0,2,2300000.0,3.0,1,"UnqVjH  srogpklotzjt, [url=http://skfpgjngazmi.com/]skfpgjngazmi[/url], [link=http://rceivvrqqwoq.com/]rceivvrqqwoq[/link], http://qjoeocrepxdf.com/ UnqVjH  srogpklotzjt, [url=http://skfpgjngazmi.com/]skfpgjngazmi[/url], [link=http://rceivvrqqwoq.com/]rceivvrqqwoq[/link], http://qjoeocrepxdf.com/ UnqVjH  srogpklotzjt, [url=http://skfpgjngazmi.com/]skfpgjngazmi[/url], [link=http://rceivvrqqwoq.com/]rceivvrqqwoq[/link], http://qjoeocrepxdf.com/ UnqVjH  srogpklotzjt, [url=http://skfpgjngazmi.com/]skfpgjngazmi[/url], [link=http://rceivvrqqwoq.com/]rceivvrqqwoq[/link], http://qjoeocrepxdf.com/",2000000.0,1,web,venture,0
2.0,1,4797338.0,3.0,0,"Skydeck Quietly Becomes Mr. Number, Hits 2 Million Users, Brings Status Alerts And More To Mobile",4797338.0,1,mobile,series-a,0
6.0,3,8245630.0,3.0,0,"MUBI raised $1.4m in Series B funding. MUBI partnered with Sony Electronics to build an application for PlayStation 3. MUBI on PlayStation 3 Launched in 18 Countries â€“ UK, Ireland, France, Belgium, Netherlands, Luxembourg, Denmark, Sweden, Finland, Norway, Germany, Austria, Switzerland, Italy, Spain and Portugal, Australia and New Zealand.",750000.0,6,games_video,series-a,0
19.0,1,45000000.0,1.0,0,nan,45000000.0,0,ecommerce,venture,0
8.0,2,3500000.0,3.0,0,MusicShake releases first Facebook widget,1000000.0,0,games_video,series-a,0
2.0,1,4400000.0,,0,nan,4400000.0,5,web,series-a,0
1.0,2,1000000.0,1.0,0,nan,1000000.0,1,software,angel,0
0.0,3,645000.0,1.0,0,nan,300000.0,3,web,angel,0
3.0,2,1275000.0,1.0,0,nan,25000.0,1,software,angel,0
5.0,2,1500000.0,1.0,0,nan,1000000.0,3,security,angel,0
1.0,2,,1.0,0,nan nan,,1,web,angel,0
2.0,2,85000.0,1.0,0,nan,25000.0,1,mobile,angel,0
2.0,1,500000.0,1.0,0,nan,500000.0,1,web,angel,0
8.0,1,18000000.0,3.0,0,MyFitnessPal Users Have Lost A Combined 100 Million Pounds ,18000000.0,2,web,series-a,1
11.0,2,26370000.0,4.0,0,"Reunion.com jumps to #78 in top U.S. sites according to Comscore Media Metrix, with nearly 12M U.S. uniques Over 2.5 million new registerd Members were added in December, 2010, now with more than 43 million total members. Unique visitor reach jumped to #75 on comScore in November with nearly 14 million uniques. Over 2.5 million new registerd Members were added in December, 2010.  There are now more than 43 million total members, primarily in the U.S. Q1 - Added more than 2.5 million new members per month, and generated cash revenue of $21m, growing 87% year over year. MyLife reached more than 32.2 million unique visitors in June, a new record. MyLife.com launches new Personal Relationship Manager for Android Mobile and $35m marketing plan",1370000.0,0,web,angel,0
,1,100000.0,,0,nan,100000.0,0,web,angel,0
1.0,1,18885.0,,0,nan,18885.0,1,software,angel,0
1.0,1,280000.0,1.0,0,nan,280000.0,0,software,angel,0
2.0,1,100000.0,1.0,0,nan,100000.0,0,ecommerce,angel,0
2.0,1,3000000.0,3.0,0,Launched MyTime iPhone app,3000000.0,12,web,series-a,0
1.0,1,400000.0,1.0,0,nan,400000.0,2,web,angel,0
,1,1400000.0,2.0,0,nan,1400000.0,11,software,angel,0
9.0,1,,1.0,0,nan,,1,web,angel,0
0.0,1,1875000.0,2.0,0,nan,1875000.0,13,mobile,series-a,1
9.0,3,35000000.0,,0,nan,10000000.0,2,mobile,series-a,0
14.0,2,28800000.0,1.0,0,nan,14800000.0,4,software,series-c+,0
1.0,2,150000.0,2.0,0,Aude Schwarzkopf is chief product officer ,150000.0,1,web,angel,0
1.0,3,1600000.0,2.0,0,nan,100000.0,0,software,crowdfunding,0
16.0,2,38700000.0,2.0,0,Aquired by Boeing.,30000000.0,3,security,venture,1
3.0,1,800000.0,1.0,0,nan,800000.0,0,games_video,angel,0
11.0,1,,1.0,0,nan,,3,web,series-b,0
4.0,3,14750000.0,2.0,0,nan,500000.0,2,software,angel,0
1.0,2,10500000.0,3.0,0,"NatureBox launches on TechCrunch TV NatureBox launches on TechCrunch TV NatureBox raises $2M NatureBox raises $2M Inc Magainze NatureBox raises $2M Inc Magainze NatureBox raises $2M NatureBox announces that in its first year of operation, it has now donated 50,000 meals to help feed the millions of Americans who go hungry every day.  NatureBox and WhyHunger, a leading nonprofit in the fight against hunger and poverty, announce a partnership to help provide nutritious meals to the 49 million Americans who struggle to put food on their tables. Snacks are helping make America fat. NatureBox is addressing this issue with an online subscription service for healthier snack food. Today the company announced closing $8.5 million to make eating well in-between meals easier. Fresh off closing a $8.5 million Series A round Tuesday, NatureBox is poised to expand its engineering team, tap into big data to build a snack-recommendation engine, and expand its product line in order to bring healthy snacking to the forefront. Enter NatureBox, an online subscription service for healthy snack food thatï¿?s using direct sales, analytics and iterative development to get its products to market faster and cheaper than its incumbents. Last year, the company launched 60 products and s",2000000.0,3,ecommerce,series-a,0
10.0,3,57800000.0,1.0,0,nan,8000000.0,1,software,series-a,0
15.0,2,1500000.0,,0,nan,500000.0,0,software,venture,0
4.0,1,100000.0,2.0,0,nan,100000.0,0,web,angel,0
2.0,1,,2.0,0,nan,,6,web,angel,0
,1,1315802.0,,0,nan,1315802.0,0,security,other,0
12.0,2,16500000.0,1.0,0,nan,6500000.0,2,software,series-c+,0
0.0,1,135000.0,1.0,0,nan,135000.0,0,software,angel,0
1.0,1,625000.0,,0,nan,625000.0,3,web,angel,0
1.0,1,303630.0,,0,nan,303630.0,0,software,venture,0
2.0,2,20000000.0,2.0,0,nan,5000000.0,4,search,series-a,1
9.0,8,64000000.0,5.0,0,"Announces ConsumerBase NetBase recognized as one of the ""Hottest Silicon Valley Companies"" by Lead411 Kicks off monthly series, ""Brand Passion Index"" Appointed Anthony Bettencourt to board of directors",5000000.0,2,social,series-a,0
4.0,3,16156028.0,2.0,0,nan,6900000.0,2,web,series-a,0
1.0,1,1900000.0,3.0,0,Added Scott Rozic as Chief Marketing Officer,1900000.0,5,web,series-a,0
1.0,2,21400000.0,2.0,0,nan,5500000.0,1,software,series-a,0
,1,1435000.0,,0,nan,1435000.0,0,games_video,venture,0
2.0,1,750000.0,3.0,0,Network Optix added Carey Lefebvre as Vice President of Sales Network Optix launches HD Witness for the HD surveillance industry D-Link announces full HD camera integration with HD Witness from Network Optix,750000.0,2,software,other,0
7.0,1,6000000.0,,0,nan,6000000.0,2,software,series-a,0
3.0,2,,2.0,0,Winner of best technology at the inaugural LAUNCH startup competition. Winner of Fierce Wireless top 15 mobile companies to watch in the Internet of Things (IoT) space.,,2,mobile,angel,0
2.0,2,700000.0,2.0,0,"Closed Beta Launch of the Avenue ""App Store"" for Windows",250000.0,0,software,angel,0
5.0,6,174500000.0,2.0,0,nan,3500000.0,1,software,series-a,1
2.0,3,2649997.0,2.0,0,nan,600000.0,2,web,angel,1
13.0,3,82500000.0,,0,nan,32500000.0,0,software,venture,0
1.0,1,125000.0,,0,nan,125000.0,0,security,other,0
8.0,4,49860000.0,3.0,0,Nexenta Systems Announces Record Growth in 2009 Nexenta Appoints Rick Hayes as VP of Technical Operations Bill Moore - ZFS CO-Creator - Joins Nexenta Systems Board Nexenta Celebrates 2-year Anniversary Nexenta Raises $21 Million in Series C Funding,21000000.0,5,software,series-c+,0
14.0,1,13750000.0,1.0,0,Announced New CEO MarginPoint Launches the Future of Indirect Materials Management Including Unique Mobile Inventory Capabilities Nexiant Changes Name to MarginPoint; Reflects New Focus on Global Indirect Materials Management,13750000.0,4,software,series-c+,0
3.0,3,100200000.0,3.0,0,Released Nextdoor for iPhone Nextdoor and Mayor Bloomberg Announce New Partnership between New York City and the Private Social Network for Neighborhoods Released Nextdoor for Android,18600000.0,7,social,series-a,0
3.0,3,3174999.0,1.0,0,nan,1200000.0,11,software,angel,1
5.0,3,1750000.0,1.0,0,nan,425000.0,0,web,angel,0
2.0,2,1250000.0,1.0,0,nan,500000.0,1,analytics,angel,0
5.0,1,60000.0,,0,nan,60000.0,0,software,angel,0
3.0,2,275000.0,2.0,0,"Night Out, Inc. Launches Event Ticketing, Promotion & Management Platform Night Out, Inc. Announces ""Tickets Everywhere"" Widget for Event Organizers",125000.0,0,games_video,angel,0
2.0,2,3000000.0,3.0,0,"Nimble celebrates beta launch and wins DEMO Spring 2011 DEMOgod Nimble announced today that its award-winning Social Business platform for small businesses has now officially launched into the European market. Nimble today announced Eric Quanstrom as CMO/Vice President of Marketing and Sales, further expanding the management team to build on its leadership position. Quanstrom brings a combination of marketing, digital media, technology and strategic experience  Social CRM Startup Nimble Launches Contact Widget For Gmail, Outlook & Hootsuite",2000000.0,1,software,series-a,0
3.0,2,5400000.0,1.0,0,nan,2600000.0,3,analytics,series-a,0
6.0,4,750000.0,3.0,0,nan nan,150000.0,2,web,angel,0
7.0,2,6600000.0,2.0,0,nan,3500000.0,1,software,venture,0
5.0,1,2005950.0,,0,nan,2005950.0,1,software,venture,0
1.0,1,345000.0,1.0,0,nan,345000.0,1,games_video,angel,0
10.0,2,12000000.0,2.0,0,nan,,1,software,venture,0
5.0,1,123000.0,,0,nan,123000.0,1,mobile,venture,0
4.0,1,1400000.0,,0,nan,1400000.0,1,software,angel,0
2.0,2,19000000.0,1.0,0,nan,15000000.0,2,security,series-a,0
11.0,3,21000000.0,1.0,0,nan,8000000.0,3,software,series-b,0
5.0,1,426960.0,3.0,0,nan,426960.0,4,web,angel,0
9.0,3,29100000.0,2.0,0,"The strategic partnership will allow hotels using Nor1ï¿?s upsell technologies including eStandby Upgrade to reach more customers through the Worldspan and Galileo GDSs. Nor1 announced the expansion of its global business development organization to Singapore, which is to be led by Allan Taylor.  Allan recently joined the Silicon Valley-based company as Vice President Asia Pacific ï¿? Business Development.  The move is in Nor1, the technology leader in Upsell solutions, today announced the expansion of its global business development organization to Singapore, which is to be led by Allan Taylor.  Allan recently joined the Silicon Valley-based company as Vice President Asia",8100000.0,2,software,series-a,0
,1,,1.0,0,nan,,3,mobile,angel,0
20.0,1,,1.0,0,Bob Walder joins NSS Labs as Chief Research Officer,,1,security,series-a,0
2.0,1,500000.0,,0,nan,500000.0,0,security,venture,0
,1,2250000.0,1.0,0,nan,2250000.0,1,analytics,series-a,0
,1,1000000.0,,0,nan,1000000.0,1,games_video,series-b,0
,1,8000000.0,1.0,0,nan,8000000.0,6,analytics,series-a,0
1.0,1,25000.0,1.0,0,nan,25000.0,0,mobile,angel,0
,1,40000000.0,,0,nan,40000000.0,3,games_video,venture,0
7.0,1,15019999.0,,0,nan,15019999.0,0,software,series-b,0
2.0,2,9000000.0,2.0,0,nan,4000000.0,6,games_video,series-a,0
9.0,3,3928230.0,1.0,0,nan,910000.0,0,software,other,0
2.0,2,8000000.0,1.0,0,nan,3000000.0,5,software,series-a,0
8.0,6,144760181.0,,0,nan,10000000.0,3,mobile,series-a,0
7.0,1,2000000.0,4.0,1,"Announced Medium.com, the start of a new publishing platform.",2000000.0,2,web,venture,0
8.0,5,46650000.0,4.0,0,oDesk named in Lead411's Hottest Silicon Valley Company awards ODesk Passes One Million Hours A Month Appointed Thomas Layton as Executive Chairman,6000000.0,3,web,series-a,0
6.0,1,,4.0,0,Public launch,,0,web,angel,0
0.0,1,250000.0,1.0,0,nan,250000.0,1,software,angel,0
8.0,1,1500000.0,1.0,0,nan,1500000.0,6,software,venture,0
0.0,1,,,0,nan,,1,ecommerce,angel,0
5.0,4,15330595.0,1.0,0,nan,4000000.0,0,ecommerce,venture,1
6.0,1,,4.0,0,Olark launches Shopping Cart Saver,,1,software,angel,0
13.0,2,14000000.0,1.0,0,nan,9000000.0,2,software,series-c+,0
1.0,1,50000.0,1.0,0,nan,50000.0,1,software,angel,0
3.0,1,150000.0,,0,nan,150000.0,0,search,angel,0
,1,1000000.0,,0,nan,1000000.0,3,web,angel,0
,2,185000.0,,0,nan,50000.0,0,mobile,angel,0
,1,,,0,nan,,1,analytics,angel,0
5.0,1,1400000.0,1.0,0,nan,1400000.0,0,software,venture,0
5.0,3,75100112.0,2.0,0,"On-Ramp was selected as a World Economic Forum 2011 Technology Pioneer for its Ultra-Link Processing System. In November 2010, On-Ramp Wireless was awarded a $2M grant from the Department of Energy. On-Ramp will, in cooperation with San Diego Gas and Electric and Southern California Edison, develop a project to monitor below ground distribution grid sensors. On-Ramp launched its Ultra-Link Processingâ„¢ system release 1.2, which features a complete, end-to-end, wide area, sensor and device networking solution. The system release introduced several new, key features, such as the ULP Gateway, the ULP Network Ma",34000000.0,0,mobile,series-b,0
15.0,1,8000000.0,,0,nan,8000000.0,3,web,venture,0
1.0,2,120000.0,,0,nan,20000.0,1,mobile,angel,0
8.0,1,1500000.0,1.0,0,nan,1500000.0,1,analytics,series-a,0
4.0,4,113000000.0,3.0,0,"In December 2009, One Kings Lane announced a round of funding led by Kleiner, Perkins, Caufield & Byers with participation by First Round Capital and angel investor Reid Hoffman.",,3,ecommerce,venture,0
1.0,1,1200000.0,1.0,0,nan,1200000.0,1,mobile,angel,0
8.0,2,14000000.0,2.0,0,nan,5000000.0,1,games_video,series-a,0
1.0,1,450000.0,,0,nan,450000.0,0,web,angel,0
2.0,1,900000.0,1.0,0,nan,900000.0,5,web,angel,0
,1,7000000.0,3.0,0,"OneID Hired a VP of Sales, Casey Newton; a VP of Marketing, Clay Hausmann; and a General Counsel, Brian Draves.",7000000.0,2,software,series-a,0
,1,750000.0,,0,nan,750000.0,2,mobile,angel,0
8.0,2,22450000.0,1.0,0,nan,13300000.0,1,ecommerce,series-a,0
1.0,1,5000000.0,,0,nan,5000000.0,0,games_video,venture,0
10.0,3,56500000.0,3.0,0,nan,16500000.0,2,games_video,series-b,1
2.0,1,,2.0,0,"Acquired by Entertainment Shopping, Inc (a company funded by August Capital and Wellington Partners Venture Capital)",,0,ecommerce,angel,0
